"WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
4.75,0,0,0,0.175,0,0.378,0
8.54,0,0.3,0,0.193,0,0.396,0
1.13,0,0.5,0,0.227,0,0.456,0
17.46,0,0.2,0,0.498,0,0.581,5.9
16.79,0,1,0,0.487,0,0.681,8.6
14.33,4,0,0,0.416,0,0.593,3.7
3.79,0,0.1,0,0.346,1,0.307,-3.3
13.75,0,2.8,0,0.398,0,0.519,0.6
13.54,4,0,0,0.435,0,0.559,4.1
10.96,0,4.3,0,0.517,0,0.581,0.4
10.96,0,1,0,0.502,0,0.681,8.7
19.33,0,2.9,0,0.450,0,0.659,6.2
10.63,0,0.2,0,0.524,0,0.585,1.6
4.58,0,4.9,0,0.335,0,0.581,6
6.13,0,1.6,0,0.275,0,0.515,3.9
13.29,0,0,0,0.178,0,0.437,2.8
11.42,0,2.9,0,0.175,0,0.422,1.7
11.63,0,0.2,0,0.167,0,0.396,1.4
10.96,4,0,0,0.227,0,0.422,0.6
13.7,0,4.4,0,0.201,0,0.404,-0.7
10.04,0,1.6,0,0.442,0,0.470,2.9
11.92,0,1.4,0,0.439,0,0.556,4.8
17.79,0,0.7,0,0.398,0,0.419,-0.6
12,0,2.9,0,0.480,0,0.396,-2.8
21.84,0,1.5,0,0.480,0,0.556,0.9
22.95,0,0.6,0,0.428,0,0.596,4
23.63,0,0.1,0,0.535,0,0.478,1.4
14.79,0,1.9,0,0.398,0,0.556,5.6
9.38,0,2.7,0,0.457,0,0.504,1.1
13.92,0,3.3,0,0.524,0,0.533,5.4
10.46,0,0.3,0,0.476,0,0.552,1
9.71,0,0,0,0.450,0,0.437,-0.6
12.17,0,0,0,0.480,0,0.637,4.7
16.04,0,0.2,0,0.461,0,0.637,5.1
9.04,0,0.1,0,0.398,0,0.548,2
16.13,0,0,0,0.405,0,0.400,-1.1
20.62,0,2.1,0,0.379,0,0.456,1.1
11.25,0,0.3,0,0.416,0,0.400,-0.4
11.21,4,0,0,0.520,0,0.552,3.1
8.63,0,0,0,0.491,0,0.496,2.2
8.21,0,0,0,0.420,0,0.559,5
6.87,0,0,0,0.416,0,0.581,6.1
14.83,0,1.8,0,0.454,0,0.581,5.6
7.21,4,0,0,0.491,1,0.311,-5
5.25,4,0,0,0.572,1,0.230,-7
8.87,0,0.2,0,0.390,1,0.322,-5
9.96,0,0.2,0,0.428,0,0.581,5.9
13.17,0,0.2,0,0.424,0,0.481,1.9
20.54,0,0,0,0.375,0,0.519,4.9
20.83,0,1.3,0,0.316,0,0.348,-1.3
10.92,0,1.7,0,0.368,1,0.248,-4.4
14.54,0,0.2,0,0.424,0,0.333,-0.6
10.92,0,0,0,0.398,0,0.478,-3.7
13.59,0,0.2,0,0.435,2,0.537,0.1
11.25,0,0,0,0.405,1,0.293,-2.9
10.58,4,0,0,0.375,1,0.263,-8.7
17.37,0,5.7,0,0.387,0,0.478,3.1
4.88,0,0,0,0.457,0,0.456,3.1
9.33,4,0,0,0.416,0,0.581,6.1
18.63,0,6,0,0.472,0,0.622,7.2
10.41,0,1.3,0,0.483,0,0.559,0.6
14.21,0,0.2,0,0.383,0,0.596,4
17.71,0,0,0,0.294,0,0.544,4.4
24.71,0,0,0,0.212,0,0.456,3
21.79,0,5.9,0,0.152,0,0.415,0.8
10.71,0,1.3,0,0.230,0,0.489,3.6
16.66,0,3.7,0,0.230,0,0.489,3.1
11.96,0,0.2,0,0.480,0,0.348,-2.7
15.29,0,0.8,0,0.677,0,0.630,7.3
12.96,0,5.2,0,0.584,0,0.659,7.2
11.08,0,0.2,0,0.558,0,0.541,2.3
9.21,4,0,0,0.572,0,0.533,1.7
13.75,0,0.1,0,0.483,0,0.689,6.2
20.88,0,0.1,0,0.532,0,0.700,6.7
13.54,4,0,0,0.532,0,0.581,3.4
13.29,4,0,0,0.677,0,0.707,6.7
4.75,4,0,0,0.706,0,0.474,-0.6
3.71,4,0,0,0.755,0,0.770,9
4.83,0,1.3,0,0.740,0,0.748,7
2.88,4,0,0,0.654,0,0.722,7.9
1.63,0,5.7,0,0.617,0,0.778,7.5
6.96,0,0.2,0,0.636,0,0.711,6
6.79,4,0,0,0.740,0,0.778,10.8
5.83,4,0,0,0.766,0,0.859,13
7.67,0,4.2,0,0.669,0,0.815,6.5
7.5,0,3.4,0,0.613,0,0.767,10.6
7.58,0,0.2,0,0.732,0,0.704,7
13.79,0,0,0,0.747,0,0.870,14.1
14.83,0,0.2,0,0.714,0,0.815,11.5
10.08,0,2,0,0.673,0,0.722,8
10.25,0,1.7,0,0.717,0,0.759,8.5
6.17,0,0.6,0,0.691,0,0.763,9.8
4.75,0,0.6,0,0.665,0,0.622,2.7
1.38,0,0,0,0.732,0,0.593,1.5
5.46,0,0,0,0.807,0,0.600,1.3
9.38,0,0,0,0.851,0,0.767,8
7.17,0,0,0,0.881,0,0.833,11
7.79,0,0.3,0,0.844,0,0.704,4.5
13.21,0,1.4,0,0.766,0,0.800,13.2
12.46,0,1.2,0,0.651,0,0.822,12.5
9.42,4,0,0,0.654,0,0.652,5.4
10.04,0,0.8,0,0.636,0,0.778,11
5.46,4,0,0,0.665,0,0.796,4.5
11.21,0,3.6,0,0.673,0,0.778,11.8
10.71,0,2.1,0,0.651,0,0.741,8.5
13.17,0,0.1,0,0.543,0,0.759,8.5
3.33,0,3.4,0,0.565,0,0.678,7.1
5.41,0,0,0,0.691,0,0.630,5.9
5.41,0,5.4,0,0.636,0,0.559,2.5
7.08,0,0.2,0,0.688,0,0.778,11.5
10.63,0,0,0,0.688,0,0.652,5.9
9.5,0,0.9,0,0.691,0,0.667,6.2
3.17,0,0.5,0,0.602,0,0.648,5
5.83,4,0,0,0.714,0,0.744,9.5
12.79,0,1.2,0,0.658,0,0.644,3.8
17.46,0,0.1,0,0.740,0,0.778,10.5
9.67,0,5.5,0,0.665,0,0.815,12.5
2.88,0,2.6,0,0.628,0,0.696,6
4.17,0,0,2,0.747,0,0.556,0.5
8.87,0,0,0,0.859,0,0.659,3.7
7,0,0.2,0,0.747,0,0.956,15
4.63,0,0.5,0,0.803,0,0.807,7.3
3.46,0,2,0,0.580,0,0.796,9
8.46,0,3.6,0,0.621,0,0.767,9
6.58,0,0,0,0.572,0,0.778,11.5
3.21,0,0,0,0.591,0,0.519,0.5
5.09,0,0,0,0.788,0,0.593,1
6.38,0,0,0,0.639,0,0.611,1.1
9.17,0,0,0,0.621,0,0.781,6.1
8.17,0,0,0,0.639,0,0.852,6.2
8.96,0,3.4,0,0.714,0,0.833,7
10.25,0,1.4,0,0.654,0,0.870,12.4
6.58,0,0.8,0,0.680,0,0.822,7.6
6.13,4,0,0,0.729,0,0.815,9.5
7.62,0,4,0,0.822,0,0.867,11.6
12.5,0,0.3,0,0.740,0,0.830,11
14.67,0,0.3,0,0.717,0,0.852,13
15.67,0,0,0,0.818,0,0.826,9.4
16.38,0,0,0,0.710,0,0.848,9.4
6.75,0,0,0,0.695,0,0.796,9
3.83,0,0,0,0.665,0,0.593,1.5
7.96,0,0,0,0.825,0,0.785,6.5
11.96,0,1.2,0,0.792,0,0.848,9.3
13.04,0,5.3,0,0.677,0,0.830,9.1
15.41,4,0,0,0.636,0,0.752,8.1
18.21,0,5.2,0,0.710,0,0.741,4
16.29,0,0,0,0.599,0,0.737,8
6.13,0,0.1,0,0.613,0,0.511,0.5
2.04,0,0,0,0.647,0,0.744,11
1.71,0,0.1,0,0.662,0,0.593,2.7
1.21,0,0,0,0.673,0,0.596,4.5
1.71,4,0,0,0.729,0,0.585,0.6
1.83,4,0,0,0.628,0,0.622,1.5
2.71,4,0,0,0.617,0,0.504,-2
3.63,4,0,0,0.576,0,0.796,5.5
4.25,0,0.9,0,0.546,0,0.670,5
17.79,0,0.2,0,0.439,0,0.630,3.5
9.71,0,4.2,0,0.636,0,0.756,6.2
4.42,0,0,0,0.546,0,0.548,-1.5
3.79,0,3.2,0,0.502,0,0.541,-2.6
2.83,0,1.5,0,0.506,0,0.652,5.8
7.12,0,0.5,0,0.591,0,0.607,-1.6
4.75,0,3.2,0,0.524,0,0.622,2.9
2.83,0,0.2,0,0.576,0,0.526,5.8
5.79,0,0,0,0.480,0,0.644,-0.2
5.88,0,0.3,0,0.476,0,0.685,2.4
8.5,0,0,0,0.506,0,0.630,0.5
9.67,0,0,0,0.487,0,0.648,-0.5
5.91,0,0.9,0,0.312,0,0.437,-1.5
8.12,0,0,0,0.394,0,0.381,-7.5
7.62,0,0,0,0.420,0,0.389,-1.9
6,0,0,0,0.450,0,0.459,0.4
11.08,0,0.3,0,0.409,0,0.411,-1.8
14.79,0,0,0,0.357,0,0.481,-3.6
7.75,0,0,0,0.368,0,0.522,-2
5.46,0,0,0,0.398,0,0.463,-6.4
9.92,0,0.1,0,0.394,0,0.504,3.2
18.58,0,2.2,0,0.331,0,0.430,-5
13.79,0,0.6,0,0.309,2,0.481,-1
5.17,0,1.2,0,0.294,1,0.315,-8
5.63,0,2.9,0,0.323,0,0.348,-3.8
19.87,0,1.3,0,0.346,0,0.556,1
6.17,0,0,0,0.375,0,0.600,0.5
7.38,0,0,0,0.361,0,0.452,-1.5
8.71,0,0,0,0.349,0,0.359,-8.7
6.75,0,2.4,2,0.338,0,0.378,-8.3
7.96,4,0,0,0.424,0,0.337,-9.7
11.17,0,0.3,0,0.442,0,0.663,2.5
11.42,0,2.4,0,0.465,0,0.719,4
12.12,0,0.1,0,0.428,0,0.463,-5
23.09,0,4.5,0,0.420,0,0.537,4.5
21.87,0,0.3,0,0.260,0,0.511,3
13.92,0,0,0,0.297,0,0.422,-5.4
8.42,0,2.1,0,0.286,0,0.444,-6.1
2.92,0,0,0,0.323,0,0.437,-6.9
8.17,4,0,0,0.257,0,0.341,-5
5.33,0,1.3,0,0.204,1,0.267,-11.6
7.96,0,0.1,0,0.271,1,0.281,-9.5
12.12,0,0.6,0,0.375,0,0.378,-2.8
14.79,0,0.1,0,0.398,0,0.541,-3
16.75,0,2.4,0,0.368,0,0.426,-1
15.37,0,0,0,0.320,0,0.400,-5
19.38,0,4.7,0,0.342,0,0.359,-6.8
21.75,0,3.4,0,0.357,0,0.441,-3.6
14.5,0,0,0,0.238,0,0.344,-7
11.75,0,0,0,0.372,1,0.293,-9.5
14.96,0,0.2,0,0.431,0,0.400,-7.4
12.21,0,0,0,0.320,0,0.463,-5.5
15.09,0,2.9,0,0.431,0,0.378,-7.9
25.12,0,0.1,0,0.297,0,0.407,0.9
14.58,0,0.2,0,0.375,2,0.522,0.4
11.21,0,4.7,0,0.338,0,0.352,-7.7
13.33,0,2.6,0,0.212,0,0.511,0.4
14.25,4,0,0,0.368,0,0.415,-6.8
26,0,1.4,0,0.468,0,0.426,1.3
18.5,0,0.3,0,0.398,0,0.600,0
23.04,0,0.9,0,0.431,0,0.600,2.2
12.58,0,0,0,0.368,0,0.415,-6.8
17.16,0,0.1,0,0.390,0,0.422,-4.7
17.37,0,0.3,0,0.401,0,0.559,1.6
10.67,0,0,0,0.320,0,0.474,-0.6
4.96,0,0.1,0,0.361,1,0.256,-11.9
10.41,0,5.7,0,0.398,1,0.267,-3.2
9.67,0,0,2,0.338,0,0.493,-2.9
9.62,0,1.2,0,0.468,2,0.481,-1.5
16.5,0,3.3,0,0.413,0,0.637,1.5
5.25,0,3.6,0,0.353,0,0.430,-5.6
13.5,4,0,0,0.249,0,0.481,-3.5
11.38,4,0,0,0.219,0,0.407,-5.3
5.63,4,0,0,0.171,0,0.363,0.2
6.87,0,0.2,0,0.171,0,0.370,-1.5
10.63,0,0,0,0.249,1,0.281,-3
8.63,0,0.4,0,0.227,0,0.430,-1
7.33,0,1.3,0,0.149,1,0.259,-5.8
11,0,0,0,0.283,1,0.256,-2
9.54,0,0,0,0.335,0,0.567,2.6
9.96,0,0,0,0.283,0,0.459,-0.6
6.21,0,0,0,0.290,0,0.485,4
3.92,4,0,0,0.390,0,0.422,-1.8
7.75,0,1,0,0.320,0,0.526,-1.2
14.79,4,0,0,0.420,0,0.556,5
9,0,4,0,0.405,1,0.304,-6.8
10.21,0,2.5,0,0.353,0,0.593,1.8
13.54,0,0,0,0.290,0,0.507,1.3
13.29,0,4.9,0,0.309,0,0.396,-4.3
10.08,0,0.6,0,0.316,0,0.389,-2.4
11.79,0,1.9,0,0.364,0,0.574,3
9.25,0,0.3,0,0.450,0,0.630,1.6
13.13,0,0,0,0.487,0,0.633,1.5
12.92,0,0,0,0.450,0,0.648,1
16.17,0,0.7,0,0.416,0,0.600,3.5
14.67,0,0,0,0.465,0,0.596,4.5
16.88,0,0.4,0,0.483,0,0.741,10
20.12,0,0.2,0,0.431,0,0.648,5.1
10,0,0,0,0.387,0,0.463,-1
9.96,4,0,0,0.342,0,0.374,-5.8
10.41,0,1.5,0,0.364,0,0.522,2.1
7.96,0,0,0,0.368,0,0.515,1
6.25,0,0.1,0,0.286,1,0.293,-8.1
5.66,0,0,0,0.316,1,0.296,-1
4.5,0,0,0,0.283,0,0.467,1.5
9.38,4,0,0,0.275,0,0.481,-0.9
11,4,0,0,0.264,0,0.348,-5.8
12.54,0,0,0,0.279,0,0.500,-1.2
14.62,0,1.6,0,0.242,0,0.411,-0.6
7.17,0,4,0,0.257,0,0.519,-2
4.54,0,0.1,0,0.320,1,0.278,-8.2
10.5,0,5.2,0,0.331,1,0.259,-9.4
19.08,0,0.7,0,0.309,0,0.496,0.6
14.83,0,6,0,0.257,0,0.467,0.2
16.17,0,0,0,0.353,0,0.448,-0.4
16.33,0,0,0,0.286,0,0.356,-1
15.09,0,1.9,0,0.361,0,0.422,-2
12.04,0,0.2,0,0.439,0,0.585,2.3
13.75,0,2.7,0,0.398,0,0.507,-0.5
23.04,0,2.7,0,0.305,0,0.481,1
20.88,0,0.5,0,0.375,0,0.415,-0.6
21.92,0,0,0,0.416,0,0.519,1
18.71,0,0,0,0.428,0,0.574,3.8
14.71,0,0.2,0,0.494,0,0.626,4
15.46,0,0,0,0.502,0,0.556,1.4
19.17,4,0,0,0.442,0,0.637,4
16.75,0,0.2,0,0.480,0,0.674,8
9.25,0,5.8,0,0.413,0,0.504,-1.2
22.83,0,1.1,0,0.346,0,0.426,1.5
26.54,0,1.5,0,0.257,0,0.400,-1
16.71,0,0.5,0,0.379,0,0.367,-6
22.29,0,0.8,0,0.520,0,0.515,5
17.92,0,0,0,0.372,0,0.489,-1
14.71,0,0.1,0,0.428,0,0.456,-1.8
25.25,0,0.4,0,0.435,0,0.589,3.2
17.08,0,0.2,0,0.428,0,0.589,3
19.95,0,0,0,0.465,0,0.581,1.5
17.21,0,0,0,0.446,0,0.519,-0.5
20.38,0,0,0,0.636,0,0.604,3.2
17.04,0,0.4,0,0.450,0,0.604,4
15.04,0,0.2,0,0.390,0,0.459,-1.5
16.29,0,0,0,0.439,0,0.496,-1.1
17.12,0,1,0,0.480,0,0.493,4.7
20.38,0,2.2,0,0.379,0,0.385,-3.6
19.62,0,0.8,0,0.327,0,0.389,-2.1
18.16,0,0.1,0,0.297,0,0.374,-1.2
15.09,0,1.2,0,0.323,0,0.333,-3.8
11.5,0,1.5,0,0.357,1,0.296,-5.8
6.96,0,0,0,0.286,1,0.326,-6
13.54,0,0,0,0.439,0,0.541,2.2
15.83,0,0,0,0.446,0,0.630,4.9
19.67,0,0,0,0.483,0,0.648,5.6
18.54,0,0.3,0,0.468,0,0.493,-0.9
15.92,0,0,0,0.450,0,0.526,4.1
15.16,0,3.3,0,0.361,0,0.496,-0.5
18.05,0,0,0,0.372,0,0.500,5
17.12,0,0,0,0.331,0,0.559,3.7
11.83,0,0.2,0,0.387,0,0.552,3.1
7.79,0,0,0,0.398,0,0.530,4.2
8.71,0,0,0,0.428,0,0.552,0.6
4.54,0,0,0,0.420,0,0.381,-5.1
9.38,0,0,0,0.546,0,0.404,-4.9
6.29,0,0,0,0.714,0,0.589,0.5
12.79,0,0,0,0.621,0,0.681,1.5
7.08,0,0,0,0.539,0,0.511,-1.5
17.71,0,2.6,0,0.539,0,0.600,5.8
18.12,0,1.5,0,0.442,0,0.541,1
12.33,0,1.5,0,0.405,0,0.422,-2
10.88,0,3.2,0,0.546,0,0.389,-3.5
7.5,0,1.5,0,0.554,0,0.519,2.2
10.71,0,1.9,0,0.580,0,0.607,7.5
6.83,0,0,0,0.502,0,0.444,-2
9.38,0,1.4,0,0.524,0,0.648,6.3
7.38,0,0,0,0.528,0,0.530,-1.4
6.46,0,0,0,0.784,0,0.563,0.5
5.58,0,0,0,0.825,0,0.693,3
13.13,0,0.3,0,0.595,0,0.548,0.5
13.83,0,1.4,0,0.446,0,0.404,-1.5
8.75,0,0.4,0,0.372,0,0.337,-3.8
15.29,0,0.6,0,0.513,0,0.574,2.2
9.21,0,1.9,0,0.487,0,0.637,2.5
9.29,0,2.3,0,0.472,0,0.441,-4.2
10.71,0,4,0,0.546,0,0.667,5.8
6.46,0,3.6,0,0.543,0,0.644,4.6
2.29,0,0.6,0,0.442,0,0.644,7
9.83,0,4.8,0,0.368,0,0.622,7.4
7.79,0,2.1,0,0.327,0,0.537,4.5
8.5,0,0,0,0.405,0,0.574,5.1
9.5,0,3.7,0,0.483,0,0.393,-3.1
15.09,0,2.6,0,0.561,0,0.619,5.7
18.58,0,1,0,0.535,0,0.600,3.9
14.62,0,4.4,0,0.480,0,0.652,2.4
16.83,0,3.9,0,0.483,0,0.607,2.1
11.34,0,5.1,0,0.587,0,0.611,3.5
12.79,0,4.1,0,0.543,0,0.644,5.1
8.83,0,3.1,0,0.524,0,0.615,4.1
9,0,1.4,0,0.584,0,0.596,-0.4
3.63,0,2.9,0,0.483,0,0.515,-2.1
4.25,0,3.2,0,0.520,0,0.604,3.6
6.29,0,1.9,0,0.465,0,0.537,-1.5
2.83,4,0,0,0.584,0,0.667,6
4.79,0,0,0,0.688,0,0.548,0
3.88,4,0,0,0.643,0,0.593,1
5.09,4,0,0,0.651,0,0.756,8.2
10,0,0,0,0.740,0,0.815,9.4
8.75,4,0,0,0.725,0,0.807,12.2
10.88,0,1.6,0,0.714,0,0.637,2
16.38,0,0.4,0,0.803,0,0.800,10.8
8.67,0,2.3,0,0.599,0,0.626,3.6
8.17,0,0,0,0.636,0,0.548,-1.5
3.92,0,0,0,0.673,0,0.759,8.8
5,0,0,0,0.680,0,0.578,0.1
2.75,0,0,0,0.706,0,0.563,0
4.67,0,0,0,0.788,0,0.644,0.5
1.79,0,0,0,0.766,0,0.667,1.4
2.46,0,0,0,0.781,0,0.804,7.9
3.04,0,0,0,0.788,0,0.715,2.7
2.79,0,0,0,0.792,0,0.674,2.4
8.63,0,0.3,0,0.651,0,0.756,4.2
15.16,0,0.7,0,0.680,0,0.830,11
11.34,0,0.7,0,0.665,0,0.681,5
8.33,0,3.3,0,0.770,0,0.748,9
6.08,0,2.5,0,0.561,0,0.474,-2.6
7.92,4,0,0,0.740,0,0.748,8.8
6.21,0,0,0,0.628,0,0.644,0
3.54,0,0,0,0.691,0,0.681,4.4
5.37,0,0,0,0.710,0,0.744,7
14.42,0,0,0,0.888,0,0.852,7.8
12.17,0,0,0,0.673,0,0.885,9
6.5,0,0,0,0.673,0,0.556,-3
6,0,1.3,0,0.770,0,0.778,8
11.58,0,2.9,0,0.662,0,0.689,5.3
13.29,0,2.9,0,0.639,0,0.696,5.8
4.96,0,0,0,0.740,0,0.763,8.1
5.83,0,0,0,0.751,0,0.719,3.6
8.46,0,0.2,0,0.755,0,0.878,11.9
9.25,0,0.3,0,0.784,0,0.856,9.3
12.58,0,0,0,0.662,0,0.715,5.2
10,0,0,0,0.807,0,0.715,4
8.25,0,0.2,0,0.710,0,0.822,8.8
4.25,0,0.5,0,0.840,0,0.859,12.1
3.46,0,0,0,0.822,0,0.785,4.5
5.5,0,2.4,0,0.740,0,0.789,8.6
7.04,0,0.2,0,0.784,0,0.889,11.5
4.71,0,5,0,0.747,0,0.870,8.5
7.12,0,5.5,0,0.777,0,0.863,9.4
6.63,0,0.4,0,0.747,0,0.785,6.4
6.25,0,0.3,0,0.654,0,0.648,0.9
4.04,0,0,0,0.673,0,0.759,2.5
3.21,0,0,0,0.688,0,0.770,4
3.54,0,0,0,0.803,0,0.763,6.6
11.29,0,0.2,0,0.665,0,0.844,7.2
7.12,0,0.1,0,0.732,0,0.652,0.2
10.71,0,0.5,0,0.859,0,0.889,13.7
6.25,0,0,0,0.684,0,0.796,9.8
7.58,0,4.2,0,0.665,0,0.722,3.3
8.08,0,1.3,0,0.840,0,0.811,8.5
8.12,0,1.3,0,0.773,0,0.833,13
3.83,0,2.4,0,0.691,0,0.833,8.6
7.62,4,0,0,0.717,0,0.741,7.6
5.5,0,4.1,0,0.651,0,0.644,-0.1
11.46,0,1.2,0,0.636,0,0.719,4.4
11.71,0,2.1,0,0.576,0,0.593,1.4
6.71,0,0,0,0.662,0,0.496,-4.5
11.63,0,5.8,0,0.699,0,0.815,10.1
7.38,0,0.4,0,0.691,0,0.844,8.6
4.5,0,0,0,0.747,0,0.830,4.1
4.88,0,3.5,0,0.721,0,0.833,10.5
11.5,0,4.2,0,0.658,0,0.800,7.5
15.71,0,0,0,0.599,0,0.730,7.5
15.5,0,0.1,0,0.636,0,0.811,10.2
11.54,0,3.5,0,0.695,0,0.733,5.5
10.96,0,2.1,0,0.643,0,0.722,3
4.33,0,0,0,0.636,0,0.778,9.1
3.37,0,0,0,0.651,0,0.574,1.2
5.17,0,0,0,0.710,0,0.593,1.2
3.54,4,0,0,0.725,0,0.744,5.2
3.92,4,0,0,0.799,0,0.704,5.4
2.83,0,0,0,0.770,0,0.759,4.5
3.79,0,0,0,0.799,0,0.867,9.8
4.54,0,3.3,0,0.710,0,0.907,10
4.71,0,1,0,0.680,0,0.852,9
5.71,0,0,0,0.717,0,0.807,5.6
10.54,0,0,0,0.710,0,0.789,6.1
12.96,0,3.7,0,0.680,0,0.741,4
3.96,0,2.3,0,0.506,0,0.774,9.5
8.87,0,0.6,0,0.703,0,0.648,0.6
15,0,2.6,0,0.673,0,0.741,5.2
19.67,0,2.3,0,0.617,0,0.756,5.5
14.54,0,2,0,0.617,0,0.711,4.5
22.34,0,2.1,0,0.569,0,0.741,5.6
12.75,0,0.1,0,0.569,0,0.656,3.5
5.41,0,0,0,0.643,0,0.670,3.1
4.54,0,0,0,0.599,0,0.563,-2.3
8.58,4,0,0,0.643,0,0.759,9
3.67,0,0,0,0.617,0,0.630,1
1.83,0,0,0,0.654,0,0.574,-1
2.96,0,0,0,0.717,0,0.563,-1.1
4.25,0,5.5,0,0.613,0,0.511,-1.2
10.08,0,2.5,0,0.591,0,0.622,1.5
11.46,0,1.5,0,0.543,0,0.674,3.8
9.33,0,1.2,0,0.613,0,0.696,5
7.83,0,0,0,0.599,0,0.541,-1.6
4.92,0,1.1,0,0.532,0,0.704,6.8
10.08,0,0.9,0,0.673,0,0.752,7
11,0,0.8,0,0.639,0,0.793,5
9.54,0,1.1,0,0.673,0,0.837,7
9.33,0,1.3,0,0.691,0,0.815,6.5
11.21,0,0,0,0.684,0,0.852,5
7.21,0,3.3,0,0.599,0,0.822,4.6
17.83,0,0,0,0.602,0,0.741,4.5
15.34,0,3.4,0,0.613,0,0.774,6.2
15.92,0,1,0,0.532,0,0.611,2.2
18,0,2.1,0,0.587,0,0.667,4.5
15.09,0,0,0,0.524,0,0.611,2
6.83,0,3.7,2,0.543,0,0.541,-3.5
15.5,0,0.5,0,0.651,0,0.785,6.6
11.38,0,1.7,0,0.654,0,0.741,4.4
14.58,0,3.1,0,0.647,0,0.796,12.4
4.42,0,1.1,0,0.513,0,0.667,2.8
10,0,1.1,0,0.457,0,0.670,0.5
8.38,0,0.3,0,0.576,0,0.537,-4.5
15.67,0,0.3,0,0.517,0,0.585,4.2
19.33,0,0.3,0,0.546,0,0.648,6.3
13.25,0,1.1,0,0.520,0,0.656,2.9
16.21,0,0.9,0,0.387,0,0.507,-1.6
10.04,0,2.6,0,0.520,0,0.356,-7.5
14.29,0,1.2,0,0.558,0,0.493,0.5
14.42,0,0,0,0.543,0,0.719,2.7
7.38,0,0,0,0.461,0,0.570,-1.5
11.71,0,0,0,0.543,0,0.667,0
10.34,0,1.3,0,0.569,0,0.548,-0.2
21.29,0,3.1,0,0.546,0,0.681,8
22,0,2.2,0,0.465,0,0.630,1.8
11.79,0,0.5,0,0.357,0,0.422,-4.5
10.04,0,0,0,0.368,0,0.459,-3.4
14.46,0,3.4,0,0.375,0,0.519,-2.5
19.12,0,1.9,0,0.323,0,0.496,-2.5
10.67,0,0,0,0.346,0,0.463,-5
7.17,0,0,0,0.335,1,0.241,-11.2
12.79,0,0,0,0.320,0,0.385,-6.4
10.34,0,5.9,0,0.286,0,0.370,-4.2
5.91,0,0,0,0.320,1,0.330,-7.7
4.46,0,0.5,0,0.286,0,0.348,-6
10.83,0,0,0,0.357,0,0.404,0.1
12.54,0,0.6,0,0.480,0,0.504,-1.3
17.62,0,0.2,0,0.494,0,0.637,6.9
5.5,0,0,0,0.506,0,0.448,-3.5
12.38,0,1,0,0.494,0,0.519,3
14.92,4,0,0,0.361,0,0.556,0.5
14.58,4,0,0,0.331,0,0.437,-2.5
6.54,0,0,0,0.249,0,0.333,-7
2.17,0,0,0,0.264,1,0.241,-9.8
3.04,4,0,0,0.316,1,0.156,-10.2
2.71,0,0.2,0,0.398,1,0.241,-4.8
0.58,0,0,0,0.387,0,0.422,1.6
3.83,0,0,0,0.383,0,0.589,0.1
4.25,0,0,0,0.368,0,0.556,-3.5
0.54,0,0,0,0.346,0,0.333,-6
3.42,0,5.5,0,0.357,0,0.370,-5.2
8.87,0,0,0,0.245,0,0.426,-2
9.29,0,1.5,0,0.342,1,0.300,-8.5
17.88,0,0,0,0.405,0,0.667,5
13.88,0,4.8,0,0.431,0,0.507,-0.3
11.29,0,0,0,0.454,0,0.519,-0.1
5.88,0,0,0,0.394,0,0.630,6.1
4.83,0,0,0,0.435,0,0.574,4.6
10.17,0,0.2,0,0.349,0,0.559,0.3
16.62,4,0,0,0.383,0,0.333,-0.4
19.75,0,1.9,0,0.413,0,0.570,5.8
12.25,0,1.2,0,0.197,0,0.463,-1
12.62,0,0.7,0,0.171,1,0.315,-6.5
15.79,0,2.4,0,0.078,1,0.259,-6
12.29,0,0,0,0.074,1,0.222,-8.5
8.83,0,2.3,0,0.115,1,0.185,-11
12.83,0,1.5,0,0.286,1,0.204,-3.2
10.29,0,0.2,0,0.312,0,0.441,3.8
6.67,4,0,0,0.323,0,0.570,3.4
9.21,4,0,0,0.286,0,0.548,3.2
16.21,0,1.4,0,0.357,0,0.537,3.5
6.13,4,0,0,0.294,0,0.400,-4
1.63,0,0.4,0,0.204,1,0.119,-10.8
10.34,0,0,0,0.271,2,0.519,4.5
10.58,0,1.6,0,0.446,0,0.467,-2
18.88,0,1.6,0,0.476,0,0.707,6.5
14.17,0,2.3,0,0.398,0,0.574,2.6
19.25,4,0,0,0.312,0,0.563,2.3
10.08,0,1.4,0,0.390,0,0.459,2
16.25,4,0,0,0.212,0,0.400,-1.8
10.63,4,0,0,0.212,0,0.393,-3
14.58,0,4.1,0,0.271,0,0.437,0.6
18.16,0,1,0,0.312,0,0.437,2.6
12.67,0,4.9,0,0.294,0,0.426,-6.5
17,0,0.4,0,0.286,0,0.422,-1.7
9.75,0,0.5,0,0.257,0,0.344,-0.5
9.87,0,0.9,0,0.178,0,0.389,-2
7.12,0,2.1,0,0.171,1,0.296,-7
14.88,0,0,0,0.186,0,0.422,1.1
10.96,0,0.3,0,0.115,1,0.256,-9.6
4.42,0,1,0,0.130,1,0.311,-1.4
10,0,3.1,0,0.309,0,0.356,-0.5
10,0,2.8,0,0.465,0,0.433,-1.9
15.54,0,0.6,0,0.472,0,0.578,4.5
20.12,0,1.4,0,0.405,0,0.537,2
